ticker,fiscal_year,cash_operating_activities,dividends_paid
SCX,2015,6800000,-2795000
SCX,2016,14336000,-2806000
SCX,2017,2888000,-2817000
SCX,2018,4055000,-1401000
SCX,2019,8397000,0
SD,2017,181179000,
SDC,2018,-114786000,
SDON,2010,-19882,
SDON,2011,-19027,
SDON,2012,-18331,
SDON,2013,-14162,
SDON,2014,-24254,
SDON,2015,-17264,
SDON,2016,-19204,
SDON,2017,-21295,
SDON,2018,-18193,
SE,2008,1805000000,-598000000
SE,2009,1760000000,-631000000
SE,2010,1408000000,-650000000
SE,2011,2186000000,-694000000
SE,2012,1938000000,-753000000
SE,2013,2030000000,-821000000
SE,2014,2221000000,-925000000
SE,2015,2247000000,-996000000
SE,2016,2026000000,-1127000000
SEAS,2012,299440000,-502977000
SEAS,2013,286461000,-36175000
SEAS,2014,261532000,-72113000
SEAS,2015,286274000,-72318000
SEAS,2016,280412000,-65306000
SEAS,2017,192457000,-1544000
SEAS,2018,293935000,-325000
SEB,2010,339812000,-10963000
SEB,2011,219996000,
SEB,2012,261703000,-14376000
SEB,2013,125000000,
SEB,2014,374000000,
SEB,2015,416000000,
SEB,2016,427000000,
SEB,2017,245000000,-7000000
SEB,2018,238000000,-7000000
SEDG,2017,136665000,
SEDG,2018,189079000,
SEE,2009,552000000,-75700000
SEE,2010,483100000,-79700000
SEE,2011,369400000,-87400000
SEE,2012,394200000,-100900000
SEE,2013,640400000,-102000000
SEE,2014,-218800000,-110900000
SEE,2015,982100000,-106800000
SEE,2016,906900000,-121600000
SEE,2017,424400000,-119700000
SEE,2018,428000000,-104100000
SEIC,2009,345471000,-30598000
SEIC,2010,229326000,-54634000
SEIC,2011,256962000,-22041000
SEIC,2012,257490000,-135335000
SEIC,2013,351224000,-34400000
SEIC,2014,374803000,-74294000
SEIC,2015,391460000,-80030000
SEIC,2016,425236000,-84686000
SEIC,2017,459898000,-88862000
SEIC,2018,588401000,-94318000
SERV,2013,207000000,
SERV,2014,289000000,
SERV,2015,400000000,
SERV,2016,326000000,
SERV,2017,415000000,
SERV,2018,226000000,
SEV,2010,938000,
SEV,2011,-1247000,
SEV,2012,1506000,
SEV,2013,-409000,
SEV,2014,340000,0
SEV,2015,-161000,-263000
SEV,2016,-6205000,-434000
SFAR,2014,-3918648,-921535
SFAR,2015,-3258965,-8326089
SFAR,2016,38939853,-19252136
SFAR,2017,35330505,-21884846
SFAR,2018,33557275,-23399025
SFIX,2017,38624000,
SFIX,2018,72178000,
SFIX,2019,78594000,
SFLY,2010,76161000,
SFLY,2011,63248000,
SFLY,2012,151381000,
SFLY,2013,147268000,
SFLY,2014,166488000,
SFLY,2015,165037000,
SFLY,2016,193423000,
SFLY,2017,239524000,
SFM,2012,84431000,
SFM,2013,160588000,
SFM,2014,181218000,
SFM,2015,239898000,
SFM,2016,254351000,
SFM,2017,309567000,
SFM,2018,294379000,
SFS,2013,107517000,
SFS,2014,125337000,
SFS,2015,145391000,
SFS,2016,97093000,
SFS,2017,169495000,
SFS,2018,141217000,
SGA,2010,27539000,0
SGA,2011,27178000,0
SGA,2012,30955000,-7010000
SGA,2013,26712000,-10326000
SGA,2014,25416000,-10419000
SGA,2015,28619000,-6412000
SGA,2016,29306000,-7633000
SGA,2017,5374000,-5313000
SGA,2018,25559000,-11864000
SGEN,2010,6808000,
SGEN,2011,-124031000,
SGEN,2012,10881000,
SGEN,2013,-1110000,
SGEN,2014,-59999000,
SGEN,2015,-133203000,
SGEN,2016,-96971000,
SGEN,2017,-118900000,
SGEN,2018,-203536000,
SGH,2016,15050000,
SGH,2017,-933000,
SGH,2018,67907000,
SGH,2019,169657000,
SGM,2012,-151080000,-119000
SGM,2013,-523586000,-27000
SGM,2014,-561149000,0
SGM,2015,165600000,0
SGM,2016,92700000,
SGMA,2011,-185067,
SGMA,2012,9808310,
SGMA,2013,3710531,
SGMA,2014,1956831,
SGMA,2015,-2908494,
SGMA,2016,13296861,
SGMA,2017,-53761,
SGMA,2018,-4968479,
SGMA,2019,-1619500,
SGMO,2010,-23934000,
SGMO,2011,-25895000,
SGMO,2012,-8082000,
SGMO,2013,-19482000,
SGMO,2014,-5675000,
SGMO,2015,-33720000,
SGMO,2016,-65883000,
SGMO,2017,11179000,
SGMO,2018,37152000,
SGY,2010,424794000,
SGY,2011,570850000,
SGY,2012,509749000,
SGY,2013,594205000,
SGY,2014,401141000,
SGY,2015,247474000,
SGY,2016,78588000,
SHAK,2014,13584000,
SHAK,2015,41258000,
SHAK,2016,54285000,
SHAK,2017,70878000,
SHAK,2018,85395000,
SHLD,2010,1507000000,
SHLD,2011,123000000,
SHLD,2012,-275000000,
SHLD,2013,-303000000,
SHLD,2014,-1387000000,
SHLD,2015,-2167000000,
SHLD,2016,-1381000000,
SHLD,2017,-1842000000,
SHLM,2011,68946000,-19389000
SHLM,2012,99497000,-20938000
SHLM,2013,83713000,-22934000
SHLM,2014,113142000,-23665000
SHLM,2015,60170000,-24024000
SHLM,2016,148127000,-24029000
SHLM,2017,104718000,-24208000
SHLO,2010,29183000,0
SHLO,2011,20291000,-2004000
SHLO,2012,25524000,-8422000
SHLO,2013,38813000,-4246000
SHLO,2014,29583000,0
SHLO,2015,3501000,0
SHLO,2016,69361000,
SHLO,2017,76315000,
SHLO,2018,53226000,
SHLX,2013,73400000,
SHO,2010,44337000,-20548000
SHO,2011,155178000,-25021000
SHO,2012,171496000,-29748000
SHO,2013,171119000,-27524000
SHO,2014,282369000,-47850000
SHO,2015,309325000,-77544000
SHO,2016,287788000,-227486000
SHO,2017,306791000,-163014000
SHO,2018,305291000,-177622000
SHOR,2011,1310000,
SHOR,2012,10315000,
SHOR,2013,10263000,
SHOR,2014,35878000,
SHOR,2015,41145000,
SHOR,2016,35086000,
SHOR,2017,16433000,
SHOS,2012,38465000,0
SHOS,2013,121584000,-100000000
SHOS,2014,-54368000,
SHOS,2015,24400000,
SHOS,2016,25545000,
SHOS,2017,-105646000,
SHOS,2018,15077000,
SHPGF,2008,800100000,-46800000
SHPGF,2009,626900000,-54400000
SHPGF,2010,954900000,-62000000
SHPGF,2011,1073600000,-73800000
SHPGF,2012,1382900000,-86300000
SHPGF,2013,1463000000,-96400000
SHPGF,2014,4228400000,-121200000
SHPGF,2015,2337000000,-134400000
SHPGF,2016,2658900000,-171300000
SHPGF,2017,4256700000,-281300000
SHW,2007,874545000,-162301000
SHW,2008,876233000,-165111000
SHW,2009,859186000,-162561000
SHW,2010,706590000,-156424000
SHW,2011,735812000,-153512000
SHW,2012,887886000,-160939000
SHW,2013,1083766000,-204978000
SHW,2014,1081528000,-215263000
SHW,2015,1447463000,-249647000
SHW,2016,1308572000,-312082000
SHW,2017,1883968000,-319029000
SHW,2018,1943700000,-322934000
SIG,2010,515300000,
SIG,2011,323100000,
SIG,2012,325200000,-8700000
SIG,2013,312700000,-38400000
SIG,2014,283000000,-55300000
SIG,2015,443300000,-67100000
SIG,2016,678300000,-75600000
SIG,2017,1940500000,-111200000
SIG,2018,697700000,-110200000
SIGAQ,2016,-116813003,
SIGAQ,2017,-18386767,
SIGAQ,2018,68871323,
SIGM,2010,41872000,
SIGM,2011,-12146000,
SIGM,2012,-14645000,
SIGM,2013,21434000,
SIGM,2014,15676000,
SIGM,2015,782000,
SIGM,2016,11718000,
SIGM,2017,-20392000,
SIGN,2010,-232857,
SIGN,2011,-90752,
SIGN,2012,-218414,
SIGN,2013,-147905,
SIGN,2014,-128287,
SIMU,2011,3497543,0
SIMU,2012,3783984,-2382994
SIMU,2013,2562382,-4001212
SIMU,2014,5306154,-3075585
SIMU,2015,7135991,-3375566
SIMU,2016,5415209,-3413274
SIMU,2017,6877739,-3448489
SIMU,2018,9287188,-4161740
SIMU,2019,11638420,-4197055
SINO,2011,-926903,
SINO,2012,-355667,
SINO,2013,-4361613,
SINO,2014,-1242471,
SINO,2015,-1798098,
SINO,2016,-121048,
SINO,2017,2788447,
SINO,2018,-1601329,
SINO,2019,-4273067,
SIRI,2009,433830000,
SIRI,2010,512895000,0
SIRI,2011,543630000,0
SIRI,2012,806765000,-327062000
SIRI,2013,1102832000,
SIRI,2014,1253244000,0
SIRI,2015,1244051000,0
SIRI,2016,1719237000,-48079000
SIRI,2017,1855589000,-190242000
SIRI,2018,1880418000,-201434000
SITE,2015,71000000,0
SITE,2016,72900000,-13000000
SITE,2017,16300000,0
SITE,2018,78100000,0
SIX,2011,274937000,-9791000
SIX,2012,371632000,-148286000
SIX,2013,368682000,-176171000
SIX,2014,392323000,-184300000
SIX,2015,473761000,-200957000
SIX,2016,463235000,-220314000
SIX,2017,445067000,-227101000
SIX,2018,413132000,-267044000
SJI,2017,190321000,-87308000
SJM,2010,713478000,-166224000
SJM,2011,391600000,-194000000
SJM,2012,730900000,-213700000
SJM,2013,855800000,-222800000
SJM,2014,856000000,-238000000
SJM,2015,685600000,-254000000
SJM,2016,1461000000,-316600000
SJM,2017,1059000000,-339300000
SJM,2018,1218000000,-350300000
SJM,2019,1141200000,-377900000
SKX,2010,-47379000,
SKX,2011,164919000,
SKX,2012,-3447000,
SKX,2013,99178000,
SKX,2014,163882000,
SKX,2015,232214000,
SKX,2016,361622000,
SKX,2017,159337000,
SKX,2018,568552000,
SKY,2011,-25575000,-6041000
SKY,2012,-18597000,-1510000
SKY,2013,-14039000,
SKY,2014,-17596000,
SKY,2015,-4335000,
SKY,2016,3853000,
SKY,2017,2868000,
SKY,2018,65228000,
SLB,2008,6899000000,-964000000
SLB,2009,5311000000,-1006000000
SLB,2010,5509000000,-1040000000
SLB,2011,5880000000,-1300000000
SLB,2012,6915000000,-1432000000
SLB,2013,10690000000,-1608000000
SLB,2014,11195000000,-1968000000
SLB,2015,8805000000,-2419000000
SLB,2016,6261000000,-2647000000
SLB,2017,5663000000,-2778000000
SLB,2018,5713000000,-2770000000
SLCA,2011,42565000,
SLCA,2012,100950000,-26461000
SLCA,2013,46451000,-13300000
SLCA,2014,171411000,-26871000
SLCA,2015,61492000,-26797000
SLCA,2016,381000,-15125000
SLCA,2017,238156000,-20377000
SLCA,2018,310706000,-19912000
SLG,2009,275211000,-78321000
SLG,2010,321058000,-58984000
SLG,2011,307118000,-63866000
SLG,2012,346753000,-121238000
SLG,2013,386203000,-148407000
SLG,2014,490381000,-206974000
SLG,2015,526484000,-257378000
SLG,2016,634714000,-314079000
SLG,2017,548373000,-333543000
SLG,2018,441537000,-313230000
SLM,2008,-5691744000,-110556000
SLM,2009,-15914000000,-116000000
SLM,2010,-6692000000,-72000000
SLM,2011,3081000000,-172000000
SLM,2012,99550000,0
SLM,2013,70020000,0
SLM,2014,-436773000,-12933000
SLM,2015,-85063000,-19595000
SLM,2016,-199023000,-21204000
SLM,2017,-171159000,-15714000
SLM,2018,-102741000,-15640000
SLNM,2011,-2044000,
SLNM,2012,-3249000,
SLNM,2013,-4260000,
SLNM,2014,-2547000,
SLNM,2015,-2884000,
SLNM,2016,-2162000,
SMA,2010,17906000,
SMA,2011,20961000,
SMA,2012,62690000,
SMA,2013,46189000,
SMCI,2011,8480000,
SMCI,2012,16467000,
SMCI,2013,13583000,
SMCI,2014,6538000,
SMCI,2015,-44636000,
SMCI,2016,107509000,
SMCI,2017,-96491000,
SMCI,2018,84347000,
SMCI,2019,262554000,
SMED,2011,35000,
SMED,2012,-311000,
SMED,2013,-952000,
SMED,2014,-656000,
SMED,2015,2162000,
SMED,2016,1188000,
SMED,2017,-578000,
SMED,2018,2369000,
SMED,2019,925000,
SMG,2009,264600000,-33400000
SMG,2010,295900000,-42600000
SMG,2011,122100000,-67900000
SMG,2012,153400000,-75400000
SMG,2013,342000000,-87800000
SMG,2014,240900000,-230800000
SMG,2015,246900000,-111300000
SMG,2016,237400000,-116600000
SMG,2017,354000000,-120300000
SMG,2018,342500000,-120000000
SMG,2019,226800000,-124500000
SMID,2011,-83106,0
SMID,2012,2889170,-240632
SMID,2013,819846,-144489
SMID,2014,1426351,-174239
SMID,2015,18890,-194345
SMID,2016,3994494,0
SMID,2017,2926000,-49000
SMID,2018,8472000,-256000
SMIT,2011,-559429,
SMIT,2012,163398,
SMIT,2013,-679112,
SMIT,2014,-392376,
SMIT,2015,390146,
SMIT,2016,-819808,
SMIT,2017,-148288,
SMIT,2018,-1002849,
SMIT,2019,-716613,
SMLP,2011,39942000,
SMLP,2012,89392000,
SMLP,2013,140469000,
SMLP,2014,152953000,
SMLP,2015,191375000,
SMLP,2016,230495000,
SMLP,2017,237832000,
SMLP,2018,227929000,
SMP,2010,28078000,-4508000
SMP,2011,75307000,-6381000
SMP,2012,93560000,-8215000
SMP,2013,57616000,-10107000
SMP,2014,46987000,-11905000
SMP,2015,65171000,-13697000
SMP,2016,97805000,-15447000
SMP,2017,64617000,-17287000
SMP,2018,70258000,-18854000
SMRT,2011,49093000,-22233000
SMRT,2012,64584000,
SMRT,2013,71339000,-43839000
SMRT,2014,40066000,-6658000
SMRT,2015,52431000,-12295000
SMRT,2016,38412000,-239089000
SMRT,2017,47712000,-3639000
SMRT,2018,8902000,-223000
SMSI,2010,24744000,
SMSI,2011,-13547000,
SMSI,2012,-12805000,
SMSI,2013,-16574000,
SMSI,2014,-6849000,
SMSI,2015,-55000,
SMSI,2016,-11503000,
SMSI,2017,-7419000,
SMSI,2018,-2874000,-404000
SMTC,2009,83324000,
SMTC,2010,93801000,
SMTC,2011,99832000,
SMTC,2012,99468000,
SMTC,2013,115481000,
SMTC,2014,99012000,
SMTC,2015,87446000,
SMTC,2016,104414000,
SMTC,2017,111485000,
SMTC,2018,183563000,
SNA,2009,81600000,-69000000
SNA,2010,-357200000,-71300000
SNA,2011,-390600000,-76700000
SNA,2012,-240300000,-81500000
SNA,2013,-258700000,-92000000
SNA,2014,-343100000,-107600000
SNA,2015,-337000000,-127900000
SNA,2016,-338900000,-147500000
SNA,2017,-283500000,-169400000
SNA,2018,-101100000,-192000000
SNAK,2010,7078635,
SNAK,2011,4670000,
SNAK,2012,11224000,
SNAK,2013,5346000,
SNAK,2014,-1282000,
SNAK,2015,-11353000,
SNAK,2016,8774000,
SNAP,2016,-611245000,
SNAP,2017,-734667000,
SNAP,2018,-689924000,
SNBR,2010,71407000,
SNBR,2011,91046000,
SNBR,2012,100626000,
SNBR,2013,88105000,
SNBR,2014,144468000,
SNBR,2015,107942000,
SNBR,2016,151645000,
SNBR,2017,172607000,
SNBR,2018,131540000,
SNCR,2010,21742000,
SNCR,2011,42585000,
SNCR,2012,55874000,
SNCR,2013,81092000,
SNCR,2014,87321000,
SNDK,2009,487854000,
SNDK,2010,1451892000,
SNDK,2011,1053772000,0
SNDK,2012,529854000,0
SNDK,2013,1863672000,-101191000
SNDK,2014,1698448000,-234565000
SNDK,2015,1046680000,-188911000
SNGC,2010,307000000,
SNGC,2011,323000000,
SNH,2009,209392000,-171472000
SNH,2010,213799000,-184757000
SNH,2011,254236000,-223529000
SNH,2012,283302000,-259537000
SNH,2013,306703000,-288945000
SNH,2014,350901000,-305767000
SNH,2015,405521000,-356390000
SNH,2016,426807000,-370489000
SNH,2017,407050000,-370608000
SNH,2018,392840000,-370746000
SNHY,2010,25090000,-14635000
SNHY,2011,49544000,-9596000
SNHY,2012,52198000,-40900000
SNHY,2013,47123000,-9435000
SNHY,2014,62846000,-38357000
SNHY,2015,49902000,-11999000
SNHY,2016,38506000,-10744000
SNHY,2017,49382000,-10260000
SNHY,2018,77450000,-11003000
SNI,2009,522339000,-49507000
SNI,2010,487496000,-50080000
SNI,2011,728915000,-61788000
SNI,2012,614683000,-73109000
SNI,2013,877194000,-88400000
SNI,2014,789813000,-112943000
SNI,2015,812984000,-118857000
SNI,2016,948826000,-129725000
SNI,2017,1055794000,-156684000
SNOW,2013,43173000,
SNOW,2014,42884000,
SNOW,2015,79137000,
SNOW,2016,65181000,
SNPS,2009,239159000,
SNPS,2010,341036000,
SNPS,2011,440316000,
SNPS,2012,486068000,
SNPS,2013,496705000,
SNPS,2014,550953000,
SNPS,2015,495160000,
SNPS,2016,586635000,
SNPS,2017,634565000,
SNPS,2018,424232000,
SNX,2010,-65901000,
SNX,2011,219153000,
SNX,2012,242793000,0
SNX,2013,35707000,0
SNX,2014,-234772000,-4927000
SNX,2015,641344000,-22591000
SNX,2016,324704000,-33724000
SNX,2017,176764000,-41815000
SNX,2018,100707000,-59720000
SO,2008,3464000000,-1280000000
SO,2009,3263000000,-1369000000
SO,2010,3991000000,-1496000000
SO,2011,5903000000,-1601000000
SO,2012,4898000000,-1693000000
SO,2013,6097000000,-1762000000
SO,2014,5815000000,-1866000000
SO,2015,6274000000,-1959000000
SO,2016,4894000000,-2104000000
SO,2017,6395000000,-2300000000
SO,2018,6945000000,-2425000000
SOFO,2010,593000,
SOFO,2011,1414000,
SOFO,2012,350000,
SOFO,2013,1013000,
SOFO,2014,-87000,
SOFO,2015,-3126000,
SOFO,2016,1716000,
SOFO,2017,671000,
SOFO,2018,-638000,
SOFO,2019,-736000,
SOHO,2010,4728270,
SOHO,2011,7550142,-258825
SOHO,2012,9011957,-1167216
SOHO,2013,9594751,-1823723
SOHO,2014,14851255,-2686567
SOHO,2015,11377374,-4103529
SOHO,2016,17976226,-6191702
SOHO,2017,15843077,-9727040
SOHO,2018,26163371,-12149583
SOHU,2009,235021000,
SOHU,2010,333143000,
SOHU,2011,370453000,
SOHU,2012,402587000,
SOHU,2013,403933000,
SOHU,2014,152283000,
SOHU,2015,506053000,
SOHU,2016,239620000,
SOHU,2017,183783000,
SOLY,2017,-6095548,
SOLY,2018,-4599677,
SON,2009,390988000,-107887000
SON,2010,375136000,-111756000
SON,2011,245275000,-114958000
SON,2012,403915000,-119771000
SON,2013,538027000,-124845000
SON,2014,417915000,-128793000
SON,2015,452930000,-138032000
SON,2016,398679000,-146364000
SON,2017,348254000,-153137000
SON,2018,589898000,-161434000
SONC,2010,77604000,
SONC,2011,84102000,
SONC,2012,95128000,
SONC,2013,87839000,
SONC,2014,103548000,
SONC,2015,136362000,-18808000
SONC,2016,116209000,-21309000
SONC,2017,74872000,-24062000
SONC,2018,91546000,-23914000
SONO,2017,63960000,
SONO,2018,30570000,
SONO,2019,120636000,
SONS,2016,19192000,
SONS,2017,8080000,
SONS,2018,-9595000,
SORL,2010,12264031,
SORL,2011,7649520,
SORL,2012,31616917,
SORL,2013,1353983,
SORL,2014,22561194,
SORL,2015,39314251,
SORL,2016,5427570,
SORL,2017,33820649,
SORL,2018,161160079,
SOTK,2011,1158141,
SOTK,2012,1192329,
SOTK,2013,611488,
SOTK,2014,1668431,
SOTK,2015,628824,
SOTK,2016,1028653,
SOTK,2017,1802334,
SOTK,2018,-108980,
SPAN,2010,3757585,-3856477
SPAN,2011,2997376,-1166789
SPAN,2012,6865314,-1358425
SPAN,2013,8218851,-4439382
SPAN,2014,3657009,-1683011
SPAN,2015,4261680,-4780572
SPAN,2016,4825976,-1752004
SPB,2010,68559000,0
SPB,2011,229871000,0
SPB,2012,258751000,-51450000
SPB,2013,256500000,-40100000
SPB,2014,432700000,-61900000
SPB,2015,444300000,-70700000
SPB,2016,615000000,-87200000
SPB,2017,665400000,-96200000
SPCE,2017,-136675000,
SPCE,2018,-1146655,
SPG,2008,1635887000,-852446000
SPG,2009,1720520000,-148507000
SPG,2010,1755210000,-763881000
SPG,2011,2005887000,-1030744000
SPG,2012,2513072000,-1244553000
SPG,2013,2700996000,-1446042000
SPG,2014,2730420000,-1603603000
SPG,2015,3024685000,-1879182000
SPG,2016,3372694000,-2037542000
SPG,2017,3593788000,-2231259000
SPG,2018,3750796000,-2449071000
SPGI,2008,923944000,-280455000
SPGI,2009,1153000000,-281000000
SPGI,2010,704000000,-292000000
SPGI,2011,924000000,-296000000
SPGI,2012,730000000,-984000000
SPGI,2013,782000000,-308000000
SPGI,2014,1209000000,-326000000
SPGI,2015,195000000,-363000000
SPGI,2016,1464000000,-380000000
SPGI,2017,2016000000,-421000000
SPGI,2018,2064000000,-503000000
SPH,2009,246551000,
SPH,2010,155797000,
SPH,2011,132786000,
SPH,2012,110973000,
SPH,2013,214306000,
SPH,2014,225551000,
SPH,2015,324209000,
SPH,2016,157421000,
SPH,2017,163821000,
SPH,2018,210412000,
SPH,2019,226781000,
SPLK,2012,14622000,
SPLK,2013,46648000,
SPLK,2014,73848000,
SPLK,2015,103980000,
SPLK,2016,155622000,
SPLK,2017,262904000,
SPLK,2018,296454000,
SPLS,2009,1685830000,-231465000
SPLS,2010,2084208000,-236874000
SPLS,2011,1446491000,-258746000
SPLS,2012,1576475000,-277936000
SPLS,2013,1219188000,-294147000
SPLS,2014,1108000000,-313000000
SPLS,2015,1043000000,-307000000
SPLS,2016,978000000,-308000000
SPLS,2017,934000000,-311000000
SPNC,2010,7906000,
SPNC,2011,6743000,
SPNC,2012,5161000,
SPNC,2013,4213000,
SPNC,2014,-20449000,
SPNC,2015,-59459000,
SPNC,2016,-24433000,
SPNE,2014,806000,
SPNE,2015,-32566000,
SPNE,2016,-14270000,
SPNE,2017,-8622000,
SPNE,2018,-12558000,
SPOK,2010,79419000,-44234000
SPOK,2011,82436000,-22121000
SPOK,2012,72877000,-16512000
SPOK,2013,50456000,-12312000
SPOK,2014,41559000,-10826000
SPOK,2015,41837000,-13976000
SPOK,2016,37551000,-10287000
SPOK,2017,15515000,-15234000
SPOK,2018,10315000,-10064000
SPPI,2010,-22544000,
SPPI,2011,43288000,
SPPI,2012,71959000,-9011000
SPPI,2013,-2086000,
SPPI,2014,-3627000,
SPPI,2015,6744000,
SPPI,2016,-40484000,
SPPI,2017,-39700000,
SPPI,2018,-62403000,
SPRT,2010,-13388000,
SPRT,2011,-11118000,
SPRT,2012,1952000,
SPRT,2013,10176000,
SPRT,2014,1458000,
SPRT,2015,-5468000,
SPRT,2016,-11450000,
SPRT,2017,-4203000,
SPRT,2018,796000,
SPXC,2008,405900000,-54400000
SPXC,2009,471100000,-50300000
SPXC,2010,253600000,-52300000
SPXC,2011,322600000,-53400000
SPXC,2012,69800000,-63600000
SPXC,2013,105300000,-34700000
SPXC,2014,76400000,-59800000
SPXC,2015,-38500000,-45900000
SPXC,2016,-1200000,
SPXC,2017,46900000,
SPXC,2018,110600000,
SPXF,2014,302600000,
SPXF,2015,213600000,
SPXF,2016,-27900000,
SPXF,2017,205000000,
SPXF,2018,105600000,
SQ,2015,21123000,
SQ,2016,23131000,
SQ,2017,127711000,
SQ,2018,295080000,
SQBG,2014,-3155000,
SQBG,2015,-5851000,
SQBG,2016,43038000,
SQBG,2017,28210000,
SQBG,2018,32900000,
SRCL,2009,277246000,
SRCL,2010,325670000,
SRCL,2011,306104000,
SRCL,2012,390784000,
SRCL,2013,405307000,0
SRCL,2014,448500000,0
SRCL,2015,390328000,-10106000
SRCL,2016,547249000,-39414000
SRCL,2017,508600000,-36300000
SRCL,2018,165700000,-25500000
SRDX,2010,22468000,
SRDX,2011,22900000,
SRDX,2012,17626000,
SRDX,2013,17781000,
SRDX,2014,18537000,
SRDX,2015,15066000,
SRDX,2016,25166000,
SRDX,2017,14053000,
SRDX,2018,34052000,
SRDX,2019,8038000,
SRE,2009,1875000000,-341000000
SRE,2010,2154000000,-364000000
SRE,2011,1867000000,-440000000
SRE,2012,2018000000,-550000000
SRE,2013,1784000000,-606000000
SRE,2014,2161000000,-598000000
SRE,2015,2898000000,-628000000
SRE,2016,2311000000,-686000000
SRE,2017,3625000000,-755000000
SRE,2018,3447000000,-966000000
SRLP,2013,-80663000,-40000000
SRLP,2014,15564000,
SRLP,2015,287613000,
SRLP,2016,131744000,
SRLP,2017,57042000,
SRLP,2018,158979000,
SRNE,2010,-1546818,
SRNE,2011,-2743375,
SRNE,2012,-3797000,
SRNE,2013,-16489000,
SRNE,2014,-28764000,
SRNE,2015,-42069000,
SRPT,2010,-15209000,
SRPT,2011,-23679000,
SRPT,2012,-29694000,
SRPT,2013,-64695000,
SRPT,2014,-128539000,
SRPT,2015,-149465000,
SRPT,2016,-245820000,
SRPT,2017,-231996000,
SRPT,2018,-388660000,
SRRA,2014,-21786000,
SRRA,2015,-28265000,
SRRA,2016,-41163000,
SRRA,2017,-36163000,
SRRA,2018,-45115000,
SSC,2015,-6435520,
SSC,2016,-9426940,
SSC,2017,-9972693,
SSI,2010,77875000,-9450000
SSI,2011,78055000,-11033000
SSI,2012,75981000,-11995000
SSI,2013,46527000,-15466000
SSI,2014,102214000,-16970000
SSI,2015,40300000,-18653000
SSI,2016,84284000,-16656000
SSI,2017,75461000,-8540000
SSI,2018,-44436000,-5798000
SSNC,2010,75567000,
SSNC,2011,110407000,
SSNC,2012,134422000,
SSNC,2013,208269000,
SSNC,2014,253515000,-10494000
SSNC,2015,230624000,-45451000
SSNC,2016,418407000,-50140000
SSNC,2017,470362000,-54357000
SSNC,2018,640100000,-70900000
SSNI,2012,-24278000,
SSNI,2013,14000,
SSNI,2014,-8765000,
SSNI,2015,19687000,
SSNI,2016,20762000,
SSNT,2010,-38177,
SSNT,2011,905906,
SSNT,2012,392803,
SSNT,2013,740996,
SSNT,2014,992949,
SSNT,2015,126659,0
SSNT,2016,1794160,-264699
SSNT,2017,2308825,-359014
SSNT,2018,1294564,0
SSP,2010,65971000,
SSP,2011,14787000,
SSP,2012,172582000,
SSP,2013,33505000,0
SSP,2014,102055000,0
SSP,2015,8870000,-59523000
SSP,2016,146493000,0
SSP,2017,40852000,0
SSP,2018,140911000,-16395000
SSTK,2011,39547000,-28575000
SSTK,2012,45534000,-36000000
SSTK,2013,56373000,
SSTK,2014,82859000,
SSTK,2015,87016000,
SSTK,2016,100723000,
SSTK,2017,108037000,
SSTK,2018,102202000,-104925000
SSYS,2010,21971074,
SSYS,2011,22511568,
ST,2010,300046000,
ST,2011,305867000,
ST,2012,399063000,
ST,2013,403338000,
ST,2014,384985000,
ST,2015,533131000,
ST,2016,521525000,
ST,2017,557646000,
ST,2018,620563000,
STAY,2012,201110000,-832954000
STAY,2013,311313000,-16000
STAY,2014,370485000,-16000
STAY,2015,428889000,-12294000
STAY,2016,418405000,-74169000
STAY,2017,444169000,-56142000
STAY,2018,449850000,-45807000
STE,2014,246040000,-53513000
STE,2015,254675000,-65203000
STE,2016,424086000,-93193000
STE,2017,457632000,-102929000
STJ,2008,945592000,
STJ,2009,868875000,
STJ,2010,1274000000,0
STJ,2011,1287000000,-205000000
STJ,2012,1335000000,-284000000
STJ,2013,961000000,-282000000
STJ,2014,1304000000,-303000000
STJ,2015,1039000000,-322000000
STLD,2008,770301000,-71288000
STLD,2009,445556000,-68672000
STLD,2010,169307000,-64969000
STLD,2011,486355000,-81882000
STLD,2012,445694000,-87633000
STLD,2013,312175000,-94812000
STLD,2014,628224000,-105379000
STLD,2015,1053625000,-127569000
STLD,2016,852760000,-135767000
STLD,2017,739420000,-145565000
STLD,2018,1415469000,-168913000
STLR,2017,-16990000,
STLR,2018,-6592000,
STML,2012,-4126548,
STML,2013,-16118487,
STML,2014,-25713445,
STML,2015,-25589442,
STML,2016,-30092774,
STML,2017,-49618794,
STML,2018,-72181918,
STMP,2010,4800000,-1921000
STMP,2011,15287000,
STMP,2012,27290000,
STMP,2013,35756000,
STMP,2014,51725000,
STMP,2015,46116000,
STMP,2016,148047000,
STMP,2017,197823000,
STMP,2018,276081000,
STOR,2014,102581000,-64562000
STOR,2015,187002000,-107912000
STOR,2016,246304000,-162618000
STOR,2017,309425000,-209918000
STOR,2018,391678000,-255572000
STRM,2011,3393784,
STRM,2012,2896075,
STRM,2013,-115132,
STRM,2014,212713,
STRM,2015,-3011644,
STRM,2016,5880575,
STRM,2017,1008302,
STRM,2018,1397000,
STRM,2019,-8000,
STRT,2011,8371000,-3989000
STRT,2012,17241000,-1341000
STRT,2013,15665000,-1352000
STRT,2014,11519000,-1542000
STRT,2015,31459000,-1711000
STRT,2016,8218000,-1865000
