ticker,fiscal_year,total_current_assets,total_assets,st_debt,total_current_liabilities,lt_debt,total_liabilities,retained_earnings
CCS,2017,1643047000,1735022000,776283000,999789000,0,999789000,168148000
CCS,2018,2171744000,2254255000,784777000,1192396000,202500000,1394896000,264020000
CCXI,2011,91319000,101551000,,8856000,11920000,25554000,-94298000
CCXI,2012,104480000,122323000,,10778000,901000,11977000,-134189000
CCXI,2013,134302000,152422000,,6558000,330000,7114000,-172862000
CCXI,2014,74329000,116981000,,8190000,,8375000,-219791000
CCXI,2015,72035000,78155000,,5494000,,5648000,-267096000
CCXI,2016,148691000,155872000,,38335000,,105983000,-307059000
CCXI,2017,179830000,189328000,,32937000,4676000,110061000,-289200000
CCXI,2018,181384000,183310000,,64396000,19689000,168572000,-374497000
CDE,2009,183761000,3054035000,15403000,188608000,185397000,1055989000,-447024000
CDE,2010,266186000,3157527000,63317000,270717000,130067000,1116760000,-538332000
CDE,2011,464883000,3264441000,32602000,252081000,115861000,1127720000,-444833000
CDE,2012,406182000,3221401000,55983000,238252000,3460000,1023121000,-396156000
CDE,2013,531230000,2885978000,2505000,144561000,306130000,1155411000,-1046719000
CDE,2014,557442000,1436569000,17498000,165612000,451048000,882241000,-2233593000
CDE,2015,446688000,1332489000,10431000,140080000,479979000,911013000,-2600776000
CDE,2016,410787000,1318909000,12039000,116634000,198857000,550422000,-2545424000
CDE,2017,449557000,1701175000,30753000,228729000,380569000,886198000,-2546743000
CDE,2018,297619000,1712500000,24937000,161318000,433889000,859988000,-2592544000
CDI,2010,270011000,398511000,13900000,124088000,,139584000,248467000
CDI,2011,271730000,392516000,0,109961000,,125485000,253344000
CDI,2012,282345000,400705000,2751000,104208000,,120925000,259912000
CDI,2013,291227000,405807000,2812000,103236000,,120633000,265207000
CDI,2014,264957000,372220000,1250000,82843000,,97867000,258113000
CDI,2015,240320000,339097000,18831000,103783000,,117854000,210875000
CDI,2016,196368000,289292000,0,80870000,,100316000,179302000
CDK,2014,918200000,2598600000,0,497500000,0,789300000,0
CDK,2015,885200000,2518500000,13000000,498400000,971100000,1734400000,81200000
CDK,2016,738700000,2365000000,26800000,523400000,1190300000,1988800000,238300000
CDK,2017,1278800000,2883100000,46500000,552600000,2125200000,2939900000,452700000
CDK,2018,1367300000,3008400000,45200000,548400000,2575500000,3355700000,753000000
CDK,2019,987100000,2999000000,270800000,837900000,2659400000,3713500000,911600000
CDNA,2013,8171000,9873000,4461000,7593000,10914000,25344000,-160156000
CDNA,2014,40346000,61141000,5961000,11135000,5451000,19843000,-159375000
CDNS,2010,850747000,1410587000,0,397898000,436012000,1302214000,-1177983000
CDNS,2011,1063983000,1761269000,294061000,1015366000,131920000,1350139000,-1083245000
CDNS,2012,1391235000,2287003000,447011000,1217270000,,1371832000,-649549000
CDNS,2013,1221091000,2428601000,324826000,1148210000,,1272496000,-485306000
CDNS,2014,1221091000,2428601000,324826000,1148210000,0,1272496000,-485306000
CDNS,2015,964235000,2345515000,,536307000,343288000,969400000,-73991000
CDNS,2016,702034000,2096908000,,585562000,643493000,1355138000,136902000
CDNS,2017,979988000,2418714000,,642398000,644369000,1429512000,341003000
CDNS,2018,951092000,2468654000,,708982000,345291000,1180253000,772709000
CDR,2010,389318000,1622487000,,719719000,40253000,916963000,
CDR,2011,264116000,1512163000,586743000,791870000,35017000,951775000,
CDR,2012,156793000,1369903000,589168000,778345000,30502000,848153000,
CDR,2013,104285000,1331926000,516292000,696562000,76868000,796278000,
CDR,2014,46271000,1286779000,393388000,487752000,223776000,711528000,
CDR,2015,39989000,1318380000,298089000,399920000,320918000,720838000,
CDR,2016,20656000,1233521000,138243000,233706000,417818000,651524000,
CDR,2017,24412000,1252418000,127969000,207488000,414819000,622307000,
CDR,2018,35546000,1222901000,47315000,173457000,490728000,664185000,
CDW,2010,1702300000,5943800000,132600000,1026900000,4157400000,5987300000,-2208000000
CDW,2011,1897500000,5967700000,201000000,1359400000,3865000000,5975000000,-2191300000
CDW,2012,1834700000,5720000000,40000000,1168200000,3731000000,5583500000,-2073000000
CDW,2013,2213500000,5924600000,45400000,1402600000,3205800000,5212900000,-1971800000
CDW,2014,2453400000,6075900000,15400000,1468000000,3150600000,5139400000,-1760500000
CDW,2015,2790800000,6755300000,27200000,1887300000,3232500000,5659400000,-1651600000
CDW,2016,3238100000,6948400000,18500000,2280700000,3215900000,5902900000,-1673800000
CDW,2017,3396300000,6966700000,25500000,2522100000,3210000000,5981100000,-1831600000
CDW,2018,3796800000,7167700000,25300000,2803100000,3183300000,6192500000,-1892600000
CE,2008,2286000000,7166000000,233000000,1369000000,3300000000,6982000000,1047000000
CE,2009,2856000000,8412000000,242000000,1607000000,3259000000,7826000000,1505000000
CE,2010,2668000000,8281000000,228000000,1542000000,2990000000,7355000000,1851000000
CE,2011,2703000000,8518000000,144000000,1385000000,2873000000,7177000000,2424000000
CE,2012,2839000000,9000000000,168000000,1355000000,2930000000,7270000000,1993000000
CE,2013,3182000000,9018000000,177000000,1545000000,2887000000,6319000000,3011000000
CE,2014,2698000000,8796000000,137000000,1338000000,2586000000,5718000000,3491000000
CE,2015,2787000000,8586000000,513000000,1550000000,2468000000,5757000000,3621000000
CE,2016,2472000000,8357000000,118000000,1077000000,2890000000,5336000000,4320000000
CE,2017,2792000000,9538000000,326000000,1559000000,3315000000,6239000000,4920000000
CE,2018,2874000000,9313000000,561000000,1779000000,2970000000,5934000000,5847000000
CELG,2008,2841366000,4445270000,,527248000,,953942000,-1408993000
CELG,2009,3844804000,5389311000,,494705000,0,994705000,-632246000
CELG,2010,4343199000,10177162000,,1070382000,1247584000,4181690000,248266000
CELG,2011,4353225000,10005910000,526684000,1539972000,1275585000,4493183000,1566416000
CELG,2012,5533700000,11734300000,308500000,1690200000,2771300000,6039800000,3022600000
CELG,2013,7550500000,13378200000,544800000,1945500000,4196500000,7788300000,4472500000
CELG,2014,9712600000,17340100000,605900000,2112200000,6265700000,10815300000,6472400000
CELG,2015,9400900000,26964400000,0,1968900000,14161400000,21045400000,8074400000
CELG,2016,10868000000,28086000000,501000000,2959000000,13789000000,21486000000,10074000000
CELG,2017,14892000000,30141000000,0,2987000000,15838000000,23220000000,13061000000
CELG,2018,9067000000,35480000000,501000000,4057000000,19769000000,29319000000,17559000000
CELH,2015,15244551,15265870,,2021835,4500000,6521835,-49920563
CELH,2016,17683589,17717122,,2322485,4500000,6822485,-53354332
CELH,2017,27048231,27110873,,6463628,3500000,9963628,-61960910
CELH,2018,34505653,34627507,,14865144,7959381,22824525,-73380691
CENT,2010,627899000,1130884000,165000,194194000,400106000,598741000,45319000
CENT,2011,602586000,1093003000,279000,191931000,435330000,636221000,59045000
CENT,2012,651783000,1149547000,,206484000,449483000,684664000,
CENT,2013,672654000,1161160000,142000,182329000,472445000,691136000,77592000
CENT,2014,671552000,1148727000,,173098000,449948000,662274000,
CENT,2015,653820000,1131597000,291000,176904000,396691000,625217000,115987000
CENT,2016,683296000,1180683000,463000,202219000,394806000,626096000,160501000
CENT,2017,683056000,1306906000,375000,220207000,395278000,669764000,239329000
CENT,2018,1217298000,1907209000,122000,212964000,692031000,954375000,362923000
CENT,2019,1307193000,2025020000,113000,278525000,693037000,1028843000,421742000
CERN,2009,1146335000,2148567000,25014000,358103000,95506000,567769000,1053563000
CERN,2010,1146061000,2422790000,24837000,305932000,67923000,517373000,1290835000
CERN,2011,1502313000,3000358000,39722000,438720000,86821000,689557000,1597462000
CERN,2012,1790506000,3704468000,59582000,580112000,136557000,870818000,1994694000
CERN,2013,1761708000,4098364000,54107000,640432000,111717000,930700000,2393048000
CERN,2014,2348786000,4530565000,67460000,634315000,62868000,964597000,2918481000
CERN,2015,1827833000,5561984000,41797000,777866000,563353000,1691600000,3457843000
CERN,2016,1619361000,5629963000,26197000,845401000,537552000,1702016000,4094327000
CERN,2017,2380227000,6469311000,11585000,789595000,515130000,1683963000,4938866000
CERN,2018,2318804000,6708636000,4914000,962690000,438802000,1780247000,5576525000
CETX,2010,1164757,1231255,250000,1353222,55938,2147651,-1023725
CETX,2011,2385563,2429119,,814455,1520178,2334633,-12843
CETX,2012,1571638,1678374,,359231,476458,835689,635356
CETX,2013,2506078,2873776,0,635110,1107484,1742594,923853
CETX,2014,11545839,19842363,3045033,6269206,8059857,16198854,3592739
CETX,2015,13521089,22544242,1928020,8827185,6472433,15418673,6430855
CETX,2016,36926738,56033509,5804887,25154792,11493452,40341551,11424900
CETX,2017,46428637,70181373,2304084,20062200,9235868,31189068,14418245
CETX,2018,31914264,67330614,10913703,21902368,8095733,32049948,4262756
CETX,2019,21160476,44392697,6840252,15637261,5078248,22426593,-20067685
CF,2008,1433200000,2387600000,4100000,818100000,,1036900000,703400000
CF,2009,1283100000,2494900000,,479800000,4700000,750000000,1048100000
CF,2010,1341400000,8754000000,4900000,948600000,1954100000,4320600000,1370800000
CF,2011,1798600000,8974500000,,1031200000,1617800000,4041600000,2841000000
CF,2012,2807600000,10166900000,5000000,950200000,1600000000,3884700000,3461100000
CF,2013,2630100000,10678100000,,828300000,3098100000,5239700000,3725600000
CF,2014,2530500000,11254200000,,979700000,4592500000,6681700000,3175300000
CF,2015,1127000000,12683000000,,1215000000,5537000000,8296000000,3058000000
CF,2016,2655000000,15131000000,,686000000,5778000000,8639000000,2365000000
CF,2017,1465000000,13463000000,,580000000,4692000000,6779000000,2443000000
CF,2018,1274000000,12661000000,,705000000,4698000000,6930000000,2463000000
CFI,2019,123245000,219726000,,35525000,,55479000,115579000
CFMS,2014,55868000,71278000,272000,10832000,10348000,21451000,-268096000
CFMS,2015,146023000,159369000,295000,13129000,183000,18157000,-325342000
CFMS,2016,95848000,112810000,,14271000,0,18755000,-382930000
CFMS,2017,69858000,93798000,,12916000,29667000,47285000,-436821000
CFMS,2018,47956000,62983000,,11375000,14792000,26783000,-475667000
CGA,2011,118881464,223370987,4099550,31497746,,31497746,72287436
CGA,2012,175089323,288031053,13931280,45774399,,45774399,109142824
CGA,2013,227164937,348728342,16099100,51875050,,51875050,148925125
CGA,2014,228212666,393110210,24002720,61070418,,61070418,172021331
CGA,2015,304184346,429582618,23605540,56633144,,56633144,198814259
CGA,2016,333305345,416506638,4665500,39350537,6671769,46022306,221345279
CGA,2017,370954462,455681630,7678111,49718115,8435461,58153576,244738993
CGA,2018,407426651,482985961,4726300,83066274,7371899,90438173,235822726
CGA,2019,414954040,481000400,11157307,84444713,,84444713,247122574
CGNX,2009,249354000,439869000,,38680000,,45421000,328459000
CGNX,2010,279005000,533104000,,54432000,,59793000,379826000
CGNX,2011,285346000,611881000,,54105000,,58901000,434581000
CGNX,2012,239597000,627605000,,50104000,,55320000,436466000
CGNX,2013,332051000,709699000,,61022000,,65787000,462131000
CGNX,2014,271911000,821734000,,80674000,,85297000,523946000
CGNX,2015,444494000,887756000,,53688000,,62089000,566613000
CGNX,2016,526344000,1038604000,,65773000,,76005000,643836000
CGNX,2017,629991000,1287753000,,112635000,,192080000,668587000
CGNX,2018,780326000,1289667000,,91357000,,154404000,646214000
CHD,2009,928265000,3118446000,218949000,567032000,597347000,1516674000,1275117000
CHD,2010,649500000,2945200000,90000000,447100000,249700000,1074300000,1501800000
CHD,2011,755200000,3117600000,2600000,383600000,249700000,1076800000,1714000000
CHD,2012,933800000,4098100000,253800000,725600000,649400000,2037000000,1929300000
CHD,2013,1115800000,4259700000,153800000,651200000,649500000,1959700000,2168500000
CHD,2014,1018100000,4359200000,396600000,905300000,690000000,2257300000,2414900000
CHD,2015,906000000,4256900000,357200000,872700000,692800000,2233700000,2650000000
CHD,2016,756800000,4354100000,426800000,1001900000,693400000,2376200000,2926000000
CHD,2017,1000200000,6014800000,270900000,935000000,2103400000,3796800000,3479000000
CHD,2018,1078200000,6069200000,598300000,1326300000,1508800000,3615400000,3832600000
CHDN,2010,169995000,1017719000,,188551000,265117000,511505000,269711000
CHDN,2011,144462000,948022000,0,173451000,127563000,363992000,323831000
CHDN,2012,147064000,1114337000,209728000,406570000,0,470042000,369586000
CHDN,2013,160715000,1352261000,0,213206000,69191000,647472000,408834000
CHDN,2014,242530000,2356253000,11250000,336249000,458318000,1656252000,437846000
CHDN,2015,219600000,2277400000,16200000,640100000,171900000,1660200000,483800000
CHDN,2016,246000000,2254400000,14200000,468100000,312800000,1569400000,569700000
CHDN,2017,256100000,2359400000,4000000,453200000,632900000,1719100000,634300000
CHDN,2018,241500000,1725200000,4000000,256600000,387300000,1251900000,474200000
CHE,2009,198258000,819470000,,136084000,152127000,344264000,403366000
CHE,2010,196797000,830161000,,149342000,159208000,370071000,473316000
CHE,2011,150753000,795905000,,145400000,166784000,384208000,546757000
CHE,2012,197671000,859626000,,156822000,174890000,408370000,623035000
CHE,2013,224656000,893701000,183564000,363986000,,446965000,686114000
CHE,2014,174564000,859932000,6250000,175554000,141250000,410859000,771176000
CHE,2015,150808000,852325000,7500000,171336000,83750000,341467000,865845000
CHE,2016,169900000,880059000,8750000,171832000,100000000,358473000,958149000
CHE,2017,176046000,920026000,10000000,193522000,91200000,381874000,1038955000
CHE,2018,159840000,975529000,,191670000,89200000,386539000,1225617000
CHEF,2010,59878000,82672000,16945000,47672000,82580000,131484000,
CHEF,2011,73594000,107878000,6107000,43825000,39590000,84308000,3556000
CHEF,2012,105505000,210134000,5175000,47703000,119352000,170852000,18067000
CHEF,2013,180095000,354758000,6867000,62591000,140847000,222693000,35056000
CHEF,2014,189007000,376193000,7736000,77060000,135800000,229399000,49271000
CHEF,2015,228515000,579803000,6266000,103144000,267349000,391839000,65480000
CHEF,2016,264491000,633538000,14795000,107374000,317725000,439778000,68503000
CHEF,2017,296840000,687749000,3827000,108273000,313995000,439148000,82869000
CHEF,2018,328735000,732398000,61000,125542000,278169000,423722000,103271000
CHGG,2013,124309000,327371000,,48152000,,53131000,-205115000
CHGG,2014,110814000,318127000,,66719000,,71084000,-269873000
CHGG,2015,132835000,291356000,,56111000,,60281000,-329083000
CHGG,2016,111373000,290652000,,64330000,,68713000,-371328000
CHGG,2017,228942000,446930000,,51563000,0,55868000,-391611000
CHGG,2018,494925000,760938000,,59672000,283668000,350304000,-406576000
CHJI,2014,152691,23400225,,1558187,3391992,7086418,-2902291
CHJI,2015,15425,16500608,,1283682,3219177,5013215,-7403166
CHJI,2016,13722,13925850,,1205719,1880311,3678440,-7926794
CHK,2008,4292000000,38593000000,,3621000000,13175000000,21576000000,4569000000
CHK,2009,2446000000,29914000000,,2688000000,12295000000,17573000000,-1261000000
CHK,2010,3266000000,37179000000,,4490000000,12640000000,21915000000,190000000
CHK,2011,3177000000,41835000000,0,7082000000,10626000000,23874000000,1608000000
CHK,2012,2948000000,41611000000,463000000,6266000000,12157000000,23715000000,437000000
CHK,2013,3656000000,41782000000,0,5515000000,12886000000,23642000000,688000000
CHK,2014,7468000000,40751000000,381000000,5656000000,11154000000,22546000000,1483000000
CHK,2015,2480000000,17314000000,381000000,3685000000,10311000000,14917000000,-13202000000
CHK,2016,2142000000,13028000000,503000000,3648000000,9938000000,14231000000,-17474000000
CHK,2017,1525000000,12425000000,52000000,2356000000,9921000000,12797000000,-16525000000
CHK,2018,1598000000,12735000000,381000000,2887000000,7341000000,10602000000,-13912000000
CHKE,2010,18943000,27183000,7260000,15601000,,16150000,-401000
CHKE,2011,14334000,22263000,500000,4673000,6438000,11512000,-8687000
CHKE,2012,8824000,33652000,3291000,5399000,13228000,20126000,-6890000
CHKE,2013,10474000,54111000,6991000,9780000,25144000,36212000,-3337000
CHKE,2014,16356000,58660000,7308000,10475000,17836000,28823000,5642000
CHKE,2015,15031000,70548000,8456000,12021000,15068000,28477000,14075000
CHKE,2016,41140000,166016000,5137000,40170000,41595000,93698000,5447000
CHKE,2017,16577000,103597000,46105000,64012000,,79482000,-50542000
CHKE,2018,9843000,93111000,1300000,10760000,53154000,78776000,-62592000
CHNG,2018,5563000,1298823000,,6343000,,166336000,-17841000
CHRS,2013,45677000,47447000,,49498000,1111000,89829000,-99592000
CHRS,2014,179136000,187221000,,51783000,,120464000,-186725000
CHRS,2015,197386000,212384000,,106018000,,219313000,-409985000
CHRS,2016,161486000,178485000,,56376000,75192000,159131000,-537322000
CHRS,2017,145477000,162611000,,28395000,76206000,132076000,-775492000
CHRS,2018,84433000,99467000,,33261000,77319000,138058000,-984831000
CHRW,2008,1347871000,1815721000,,697653000,,708500000,1207428000
CHRW,2009,1307269000,1834248000,,731807000,,754348000,1402306000
CHRW,2010,1481768000,1995699000,,771607000,,791631000,1613912000
CHRW,2011,1611543000,2138041000,0,876632000,,889567000,1845032000
CHRW,2012,1672290000,2804225000,253646000,1232217000,0,1299853000,2218229000
CHRW,2013,1664485000,2802818000,375000000,1269981000,500000000,1863094000,2413833000
CHRW,2014,2105459000,3214338000,605000000,1575860000,500000000,2167323000,2648539000
CHRW,2015,1730698000,3184358000,450000000,1448597000,500000000,2033908000,2922620000
CHRW,2016,2008102000,3687758000,740000000,1845718000,500000000,2429911000,3190578000
CHRW,2017,2510936000,4235834000,715000000,1987449000,750000000,2810089000,3437093000
CHRW,2018,2753074000,4427412000,5000000,1433323000,1341352000,2832325000,3845593000
CHSP,2010,21931000,425308000,,15052000,105000000,120052000,-6231000
CHSP,2011,46666000,971138000,,43273000,407736000,451009000,-22924000
CHSP,2012,79094000,1232828000,,60812000,405208000,466020000,-32089000
CHSP,2013,86437000,1554158000,,75830000,531771000,607601000,-45339000
CHSP,2014,96452000,1719935000,,86230000,551723000,637953000,-57007000
CHSP,2015,124408000,2087766000,,108461000,769748000,878209000,-88675000
CHSP,2016,116670000,2035374000,,109389000,737310000,846699000,-116297000
CHSP,2017,116887000,1975360000,,97380000,829552000,926932000,-144734000
CHSP,2018,142245000,1909077000,,103710000,751389000,855099000,-144341000
CHTR,2010,326000000,15707000000,,1049000000,12306000000,14229000000,-235000000
CHTR,2011,357000000,15601000000,,1157000000,12856000000,15192000000,-1082000000
CHTR,2012,330000000,15596000000,,1224000000,12808000000,15447000000,-1392000000
CHTR,2013,322000000,17295000000,,1467000000,14181000000,17144000000,-1568000000
CHTR,2014,345000000,24388000000,,1635000000,20887000000,24242000000,-1762000000
CHTR,2015,345000000,39316000000,0,1972000000,35723000000,39362000000,-2061000000
CHTR,2016,3300000000,1.49E+11,2028000000,9572000000,59719000000,98701000000,733000000
CHTR,2017,2555000000,1.47E+11,2045000000,11090000000,68186000000,99092000000,3832000000
CHTR,2018,2730000000,1.46E+11,3290000000,12095000000,69537000000,1.02E+11,2780000000
CHWY,2018,448585000,541622000,,814030000,,877564000,-1592102000
CIDM,2010,65506000,307488000,28496000,51793000,242249000,305701000,-197648000
CIDM,2011,63393000,290137000,35830000,60436000,227952000,301610000,-221044000
CIDM,2012,58965000,281459000,34579000,77700000,207848000,298773000,-242466000
CIDM,2013,135725000,357249000,53658000,140727000,193776000,347022000,-268686000
CIDM,2014,106943000,273017000,57907000,137814000,144242000,292154000,-300350000
CIDM,2015,101845000,209398000,29415000,100833000,174060000,282425000,-342448000
CIDM,2016,86450000,151334000,25721000,101861000,114444000,222037000,-360415000
CIDM,2017,74168000,121182000,5287000,76333000,63005000,143486000,-379225000
CIDM,2018,67923000,101883000,43319000,116757000,19132000,138451000,-395814000
CIE,2010,889632000,1746443000,,24559000,,27409000,-511199000
CIE,2011,1335094000,2527944000,,238069000,,449030000,-644836000
CIE,2012,2456742000,4011459000,,160956000,991191000,1322241000,-927835000
CIE,2013,1967443000,3633673000,,340967000,1035980000,1504527000,-1516859000
CIE,2014,2003134000,4450862000,,303600000,1928528000,2336596000,-2027622000
CIE,2015,1669963000,4061219000,,626637000,1981895000,2615082000,-2722048000
CIE,2016,1147191000,2230478000,,533954000,2479349000,3071812000,-5065357000
CIE,2017,657883000,1596754000,,161394000,,3390702000,-6033990000
CIEN,2009,1305762000,1504383000,,198829000,798000000,1048545000,-5211333000
CIEN,2010,1441568000,2118093000,,469945000,1442705000,1958800000,-5544847000
CIEN,2011,1332838000,1951418000,0,453493000,1442364000,1937545000,-5740368000
CIEN,2012,1415690000,1881143000,216210000,684970000,1225806000,1970115000,-5884389000
CIEN,2013,1395802000,1802770000,0,615055000,1212019000,1885447000,-5969820000
CIEN,2014,1693190000,2072632000,190063000,781136000,1274791000,2142247000,-6010457000
CIEN,2015,1864210000,2695051000,2500000,667034000,1271639000,2074175000,-5998790000
CIEN,2016,2013192000,2873575000,236241000,891545000,1017441000,2107234000,-5926206000
CIEN,2017,2006311000,3951711000,352293000,1037743000,583688000,1815369000,-4664253000
CIEN,2018,2142602000,3756523000,7000000,963003000,686450000,1827189000,-4947652000
CIK,2012,705277000,4399988000,32558000,333724000,2576386000,3511262000,252955000
CIK,2013,792309000,5081191000,27017000,331304000,2476167000,3483150000,275519000
CIK,2014,715709000,5200945000,14312000,383436000,2285984000,3486956000,419531000
CIK,2015,857634000,5324163000,17072000,405647000,2257012000,3518634000,517330000
CIK,2016,1098836000,6687966000,26190000,571696000,3140496000,4739024000,601049000
CIK,2017,1032317000,6578264000,36673000,561311000,2925594000,4198026000,987238000
CIK0001446,2010,9930699,17903437,,1099360,,1099360,-930262
CIK0001446,2011,13690067,60976321,,1532794,,3180470,-295831
CIK0001446,2012,36429557,84481477,,1075876,,3430819,8668627
CIK0001446,2013,13553298,82732255,,4514552,,5096833,13757599
CIK0001446,2014,11585976,79507085,0,2013261,0,3978434,12167275
CIK0001446,2015,31933461,94207481,1710754,5817589,14702023,20964257,10661359
CIK0001446,2016,37082723,62200779,1770199,3543488,12931825,16919958,0
CIK0001446,2017,0,0,0,0,0,0,0
CK00007861,2012,360782000,2113787000,17698000,190903000,1192171000,1665148000,-68389000
CK00007861,2013,310432000,2043213000,,180576000,1138455000,1601576000,-76231000
CK00007861,2014,271040000,1840104000,503000,202765000,1117144000,1590962000,-279258000
CK00007861,2015,322337000,1222607000,578000,289652000,1096662000,1600603000,
CK00007861,2016,298353000,1178512000,5527000,293934000,970902000,1451785000,-792851000
CK00011568,2010,999188000,17592367000,94723000,840834000,15821902000,18270785000,-2175814000
CK00011568,2011,789194000,17361406000,164818000,881114000,15837512000,18450831000,-2608702000
CK00011568,2012,639738000,17301721000,56598000,795206000,15846728000,18534813000,-2755345000
CK00015503,2013,105529000,1265737000,938000,45160000,604678000,866341000,12080000
CK00015503,2014,108454000,1274506000,1757000,53931000,639522000,900750000,-6164000
CK00015503,2015,119409000,995094000,1248000,43944000,636016000,827646000,-185027000
CK00015503,2016,104907000,830540000,1082000,40634000,634395000,788145000,-309162000
CK00015503,2017,110971000,821101000,905000,49952000,633482000,751467000,-301677000
CK00016800,2016,27499000,27499000,,3223000,,3223000,-17120000
CK00016800,2017,61361000,63493000,,3611000,,3661000,-48408000
CK00016800,2018,35125000,42754000,,5617000,0,6358000,-79070000
CKP,2009,482690000,1024233000,25772000,240881000,91100000,465679000,205951000
CKP,2010,510547000,1033910000,22225000,215409000,119724000,452356000,230837000
CKP,2011,492236000,1044481000,21778000,259120000,128684000,515141000,164268000
CKP,2012,448791000,869115000,4367000,219071000,108921000,514806000,-4356000
CKP,2013,411185000,799493000,435000,177733000,91187000,453168000,-23284000
CKP,2014,390602000,738666000,236000,158051000,65161000,410735000,-12331000
CKP,2015,340932000,657870000,279000,175322000,70362000,383078000,-38546000
CL,2008,3710000000,9979000000,198000000,2952000000,3585000000,7935000000,11760000000
CL,2009,3810000000,11134000000,361000000,3599000000,2821000000,7877000000,13157000000
CL,2010,3730000000,11172000000,609000000,3728000000,2815000000,8355000000,14329000000
CL,2011,4402000000,12724000000,380000000,3716000000,4430000000,10183000000,15649000000
CL,2012,4556000000,13394000000,304000000,3736000000,4926000000,11004000000,16953000000
CL,2013,4931000000,13985000000,908000000,4579000000,4749000000,11449000000,17952000000
CL,2014,4863000000,13459000000,504000000,3946000000,5644000000,12074000000,18832000000
CL,2015,4384000000,11935000000,302000000,3534000000,6246000000,11979000000,18861000000
CL,2016,4338000000,12123000000,13000000,3305000000,6520000000,12106000000,19922000000
CL,2017,4639000000,12676000000,11000000,3408000000,6566000000,12433000000,20531000000
CL,2018,3793000000,12161000000,12000000,3341000000,6354000000,11964000000,21615000000
CLAR,2010,62603000,212679000,308000,19516000,29456000,49757000,-238178000
CLAR,2011,76997000,227727000,673000,17017000,37397000,55553000,-233286000
CLAR,2012,104542000,320786000,4059000,26237000,36429000,72780000,-231334000
CLAR,2013,106381000,321423000,1910000,29259000,36131000,74173000,-237204000
CLAR,2014,158560000,315540000,,32540000,18559000,58347000,-223197000
CLAR,2015,180581000,226792000,,21446000,20133000,52360000,-300739000
CLAR,2016,166945000,210457000,21898000,40607000,,49649000,-309717000
CLAR,2017,99444000,207449000,,19784000,20842000,44467000,-310390000
CLAR,2018,108501000,213128000,41000,21740000,22105000,46923000,-304577000
CLBS,2018,44106000,44580000,,5619000,,7126000,-397977000
CLC,2015,664795000,1818456000,7788000,203700000,397368000,707991000,1148510000
CLC,2016,625346000,1739092000,17700000,203810000,267753000,597579000,1214922000
CLCT,2011,27767000,36511000,,8473000,,11441000,-45340000
CLCT,2012,27446000,36445000,,9322000,,11914000,-49160000
CLCT,2013,24726000,33018000,,10316000,,12456000,-54025000
CLCT,2014,27001000,35588000,,13363000,,14948000,-57380000
CLCT,2015,22273000,32202000,,12669000,,13733000,-61388000
CLCT,2016,18958000,28190000,,12597000,,13195000,-65656000
CLCT,2017,17824000,28609000,0,12416000,0,12692000,-69040000
CLCT,2018,17733000,32214000,562000,11973000,2438000,17946000,-72110000
CLCT,2019,24998000,37693000,750000,13294000,1688000,18746000,-68405000
CLDR,2016,349702000,442544000,,239086000,,268613000,-675997000
CLDR,2017,558088000,751811000,,276947000,,323637000,-956593000
CLDR,2018,798862000,2196643000,,494465000,,634574000,-1149242000
CLF,2008,861700000,4111100000,,844900000,525000000,2357300000,1799900000
CLF,2009,1161200000,4639300000,,570400000,525000000,2102300000,1973100000
CLF,2010,2583700000,7778200000,,1028700000,1713100000,3939500000,2924100000
CLF,2011,1911200000,14541700000,74800000,1502100000,3608700000,7502000000,4424300000
CLF,2012,1650000000,13574900000,94100000,1381500000,3960700000,7814000000,3217700000
CLF,2013,1485900000,13121900000,69900000,1085500000,3022600000,6237600000,3407300000
CLF,2014,1425300000,3147200000,,954500000,2826500000,4881500000,-3960700000
CLF,2015,982700000,2135500000,,581700000,2699400000,3947100000,-4748400000
CLF,2016,824600000,1923900000,8700000,391100000,2175100000,3254400000,-4574300000
CLF,2017,1544600000,2953400000,44200000,452200000,2304200000,3397500000,-4207300000
CLF,2018,1479600000,3529600000,43500000,468200000,2092900000,3105400000,-3060200000
CLFD,2010,11936351,21360961,,2036309,,2114894,-33463120
CLFD,2011,20280285,30302091,,4011126,,4072920,-27295674
CLFD,2012,22744597,37740338,,3016794,,3054437,-19594480
CLFD,2013,34197203,46413339,,6314202,,6335303,-14860636
CLFD,2014,38034383,51847898,,5101264,,5101264,-9427785
CLFD,2015,40753629,57627617,,6120142,,6348487,-4745777
CLFD,2016,51112678,70595313,,7757515,,8001270,5132265
CLFD,2017,41143402,69494037,,4687197,,4968917,8980104
CLFD,2018,41091531,74228642,,5085726,,5353766,13254651
CLFD,2019,42506771,81888563,,6708752,,6955176,17820807
CLH,2009,620250000,1401068000,1923000,233320000,299348000,787243000,113885000
CLH,2010,752537000,1602475000,7954000,306284000,270846000,821648000,244400000
CLH,2011,891868000,2085803000,8310000,381742000,530578000,1184816000,371652000
CLH,2012,1095259000,3838086000,5092000,588666000,1402879000,2406014000,501326000
CLH,2013,1171179000,3953678000,1329000,639545000,1401435000,2478039000,596892000
CLH,2014,1126433000,3689423000,536000,572471000,1380145000,2426552000,568564000
CLH,2015,921196000,3431428000,,517120000,1382543000,2335146000,612666000
CLH,2016,1092871000,3681920000,0,504668000,1633272000,2597679000,572793000
